HG00252	0.322626  7.31039  7.75233 -7.80009 -14.8328 -5.82498 -1.01014 -3.33619 -10.0064 0.509043  6.98221 -1.11032 0.932834 -5.35188   9.0533  1.07468  8.12521 -1.96653  6.18118 0.211664
HG00253	 1.30259  15.2584  4.67349  3.42757 -7.80676 0.663143 -2.73058 -5.80794  4.63267  1.46211 -6.58583 -5.58789   6.0774  -7.4976  2.84396  3.29077  7.42271 -1.21381  7.82251 0.364396
HG00254	0.127787  9.10865 -6.77806  6.14766   5.5127  6.40739  1.50694  9.25008 -2.78627   -8.885 -5.90089 -3.72393 -9.33408  5.10107  6.10344 -2.75148  1.42805 0.684384  -8.8293  9.60767
HG00255	   2.0303   11.3641   3.37044   1.94363    -8.447   13.0577  -17.4379   2.72975  -3.61535   15.1313  -12.6067  -12.9268   4.19415 -0.305108  -7.33928   6.95524   8.02823  -3.84114   4.23434   6.50286
HG00256	 -1.12619   10.0117    2.4193  -9.60181   3.51107  -5.16265   4.14794  0.808967   6.91819  -8.23606  -7.60745   9.93649   4.92975 -0.598642  -4.36268   10.0329  -9.62292    6.1277   1.42305   9.45233
HG00257	  1.01912    8.1047   -4.8038  -7.01137  -2.81185  -2.80833 -0.657397 -0.291059  -1.63684 -0.719535   1.58577   1.48443  -1.45691   3.52638   4.82485   5.42464   5.53675    4.5998  0.107703   8.28773
HG00258	  1.53795   6.86017   3.26218  -4.89971  0.126552  -3.14469   3.03169   7.81072  -5.23084 -0.310223  -4.47425  0.264515   12.9563  0.450005  -3.29082   5.30517  -1.75962  -10.6611   2.53302  -2.28991
HG00259	   4.44772    8.05698    2.10329   -1.33842   -3.37252  -0.619087   -5.05361    6.74498    5.40811    6.15482    2.34183  0.0217982    9.62741   -5.63484    3.93234    5.94464   -3.62848    6.01594    3.87622 -0.0617113
HG00260	-0.985665   8.30031   -6.4376  -10.7939  -1.72822     6.797   9.37909   8.25417  -6.54251  -1.70068  -7.54562   11.4294  -1.54689  -14.4637 -0.562503  -1.79094  -2.99001  -5.02462   1.39249   6.48687
HG00261	  4.38331   6.25414  -5.60535  0.267867  -2.94455  -3.52274   5.44725  -4.93785  -10.7219   6.53789   1.99597   11.0042  -7.23998  -14.8331  -5.41595  -1.83468   0.18869   2.70781 -0.698328   9.10172
HG00262	0.106017  10.9785  8.07025  6.87923 -4.64795  1.08697  1.54721  6.05803 -4.71251  7.07745 -1.11035 -2.44096  2.52346 -5.24785  7.45775 -1.24645 -6.16813 -7.72601  3.46275 -9.81505
HG00263	  2.19237   10.6252   4.52447   10.0552   5.70438   2.67311 -0.182227  -4.49941   18.3606  -1.68816  -2.83915  -2.88427     5.748  -3.54182  -9.17926  -9.06854   8.04081  0.744547   4.44455  -8.18977
HG00264	   2.74609    10.7991   -2.71684 -0.0771107    1.14075    1.04988   -4.77375    11.2996    3.23963   0.982858   -16.1855   -1.73959    1.30402   -1.58584    6.82411   -13.2788    4.52383   -4.61813   -10.8996   -1.64491
HG00265	  0.418102    12.4841   -11.1586    5.11392   -12.7649   -17.9329   0.311289   -4.36258   0.689608   -5.65495    12.0719     3.7683   -8.17796 -0.0356144    8.07555   -3.77057     3.0199    5.44438   -4.38743    -8.9707
HG00266	  -21.5306   -12.7384   -20.6934    7.78058   0.783732   -1.71491   -3.75621    5.83994    4.17258   -9.73992   0.633395    -3.9348    2.71137 0.00728958    4.50207     3.9945   -7.34583  -0.986863    13.7234   -8.61516
HG00267	   -22.88  -10.0052  0.158966   2.83916  -7.35364  -2.71335   2.17579  -2.07216  0.957328  -4.94558   12.6918   5.52374  -9.36685  -3.46793  -3.59576  -3.34556 -0.423374   9.89196   3.41967  -0.61712
HG00268	-18.2407  3.10855  11.5414  10.0835  6.25088 -3.21162  8.09751 -17.1629 -9.66188  5.32735  15.0233 -2.74218  4.05785  4.86888  3.78082   3.4064 -1.76224 -3.04527 -4.21729 -5.87938
HG00269	 -25.7698  -5.35508 -0.340059   10.8388   9.88872  0.553211  -13.6025    1.3151  -3.66708  -2.78495  -8.92729   4.12908  -5.65132  -4.47048 -0.511505  -9.89645    19.867    8.1517 0.0261724  -9.13001
HG00270	  -20.6349    -4.7141    -9.5618   -5.76745  -0.350705    8.47512    1.04445   -5.78834    2.44898   -2.39251  -0.167377   -1.47493    4.62898    1.31691   -4.07122   -1.07579   -6.55264   -17.0797   -10.4588 -0.0281917
HG00271	 -29.6692  -7.04321  -1.81669   3.48061    3.0696   2.90374   4.91639  -11.7896  -9.16661 -0.572191   2.13975  -5.89245   8.23544   7.23953  -1.85267   1.64163  -9.63613  -1.33876  -11.3709  -12.9583
HG00272	  -26.3281   -8.57619   -13.4781    9.14637   -5.32477   -6.58405    2.94327    -2.7094   -9.60261 -0.0789945    5.07873   -4.89003   -2.86123   -5.70659   0.812302   -14.3543    10.2529    -10.116   -6.79317    10.7414
HG00273	 -17.6941  -5.64018   3.54793   1.29487   12.7929   8.01017  -11.5335   3.69146  -1.59253  -3.49032   5.00329  -7.15846   7.39232 -0.837143  -1.66377  0.404002 -0.684017   11.4797   6.59984   -1.5488
HG00274	-19.5045 -4.31839  3.51884  7.25728  0.86914  -7.4982  4.91185  4.07807 -6.92773 -6.96887 -0.46444   15.275  9.22477  9.81394  3.07439 -15.0162 -1.38096 -6.91083  9.11087  6.45488
HG00275	-21.4591 0.298264  11.0381  5.28463  13.1211 -3.68791  18.7568 0.397731   6.5584 -3.87642  1.22069  2.04809   3.9654 -3.63353  -19.619  1.96737 -3.19905 -9.48252 -7.54889  6.46221
HG00276	 -25.4902  -7.45321   1.39314  0.609453   9.14522 -0.168309  -13.2716  -2.95758   4.21636   -9.5575  -10.7541   13.0301   3.64928  -5.68387  -8.81783    5.3077  -3.71831    4.1973  -4.15661  0.433132
HG00277	-16.0854  2.76657  12.4659 0.986312  5.00874 -3.88738 -8.91821 -2.27935 -0.81556  6.21493 -7.29478  1.52153 0.612972 -2.98946  1.88713   3.2128 -8.63046 -14.1015  4.23734  4.09821
HG00278	 -24.2893  -7.83074   1.04637  -7.51245  -2.71007  -5.73017  -7.31258   8.24817  -0.84134   7.75424  -5.67541   4.48636 -0.346545  -3.28286   1.55397   5.82035  -6.44344   -1.5379   11.3139    6.6732
